,Trxn_date,Trxn_id,Customer_id,Merchant_id,Price
58,6/22/2017,110635,1037,132,15518
59,5/18/2017,364412,1227,130,20138
60,5/13/2017,394657,1093,107,438
61,4/23/2016,404378,1687,125,19464
62,3/28/2017,843635,1441,108,17077
63,4/12/2017,207707,1352,119,21799
64,4/5/2017,231406,1913,135,13338
65,10/2/2018,386688,1861,140,11312
66,4/30/2016,745265,1608,137,48573
67,8/24/2016,301745,1733,120,49972
68,5/10/2018,389790,1286,115,38440
69,4/4/2018,416972,1658,125,6614
70,2/1/2016,391954,1924,150,15548
71,6/5/2017,367345,1461,137,10345
72,11/5/2016,400039,1094,105,20377
73,7/19/2018,209287,1186,141,18772
74,2/4/2016,639241,1833,129,2413
75,5/25/2017,243116,1758,125,48015
76,3/18/2016,273599,1782,120,41593
77,10/21/2017,414888,1330,109,7350
78,11/14/2017,431073,1933,133,32711
79,9/11/2017,451502,1676,111,15178
80,6/5/2016,748788,1649,102,24637
81,10/28/2016,338894,1738,148,8358
82,5/5/2016,318207,1589,136,11021
83,4/5/2016,914230,1660,103,1383
84,3/2/2016,319525,1392,131,13069
85,1/15/2016,908457,1851,138,1152
86,7/19/2016,260701,1977,112,44387
87,3/12/2016,383634,1550,109,13564
88,3/9/2018,930686,1505,148,44223
89,6/29/2016,927492,1711,113,22182
90,1/20/2016,936029,1938,101,42895
91,8/2/2017,534421,1133,130,22290
92,9/29/2018,842315,1102,135,27110
93,7/20/2018,557969,1644,141,16111
94,2/15/2018,434650,1135,123,39105
95,12/7/2016,216386,1606,131,2302
96,6/15/2018,364378,1517,131,39557
97,11/23/2015,320225,1325,133,23014
98,9/26/2017,878589,1557,129,24252
99,5/27/2016,325382,1722,143,12791
100,4/21/2017,856098,1524,130,2719
101,11/4/2017,254172,1780,116,8441
102,6/5/2018,541950,1689,102,45782
103,6/14/2016,372364,1634,124,20494
104,9/9/2017,167290,1821,148,3240
105,8/26/2018,565140,1154,149,48911
106,5/20/2016,442073,1077,131,35495
107,12/18/2017,284762,1299,134,19682
108,1/11/2017,641740,1827,135,38556
109,2/8/2017,253867,1038,144,2805
110,6/20/2017,501274,1660,127,1914
111,10/7/2015,360014,1905,135,16707
112,11/1/2015,870449,1662,150,9148
113,11/8/2015,202758,1520,127,24193
114,8/11/2018,536119,1175,147,14935
115,5/26/2016,141166,1347,107,14320
116,1/27/2017,631349,1271,140,17120
117,6/9/2018,726924,1547,146,13820
118,12/2/2017,966682,1026,140,16941
119,12/9/2015,120521,1914,138,30336
120,3/31/2016,636041,1850,146,24082
121,7/25/2018,177029,1308,118,17466
122,6/5/2016,466675,1884,148,28496
123,10/23/2015,964061,1172,123,15197
124,10/30/2016,560036,1636,141,18339
125,4/19/2016,215199,1281,126,29062
126,8/22/2018,360376,1284,135,9748
127,3/12/2018,948022,1923,128,26482
128,7/13/2018,834530,1300,138,34723
129,12/31/2017,270544,1281,141,46643
130,4/20/2017,622541,1828,116,36112
131,1/21/2017,897037,1125,127,31922
132,8/7/2016,454033,1241,136,24900
133,10/3/2016,110405,1065,140,16613
134,6/6/2017,151098,1584,133,38236
135,7/20/2017,746330,1816,128,21812
136,11/6/2017,973568,1718,117,16467
137,5/16/2018,376382,1433,133,39442
138,5/6/2018,984490,1326,125,39201
139,8/20/2018,813568,1315,148,15557
140,12/1/2017,256404,1636,121,1962
141,2/16/2018,816480,1747,114,25793
142,3/19/2017,868217,1179,105,3133
143,11/23/2015,132661,1018,104,40168
144,7/24/2018,524115,1508,135,30289
145,6/3/2018,690019,1537,108,16272
146,8/27/2016,938332,1976,135,27487
147,3/9/2016,961077,1813,129,14988
148,8/17/2018,989284,1905,103,48703
149,11/13/2017,670859,1144,146,24857
150,4/13/2016,636899,1192,140,17262
151,11/29/2016,364587,1790,114,37409
152,10/3/2018,786927,1674,137,13780
153,12/31/2015,910813,1058,112,12197
154,1/18/2018,113725,1986,132,30509
155,3/7/2017,587802,1860,128,31286
156,9/18/2017,357228,1416,110,100
157,6/20/2018,396986,1995,137,24633
158,8/19/2016,867672,1732,123,1244
159,3/10/2016,365739,1595,108,1051
160,4/28/2017,253710,1654,115,26862
161,5/24/2017,794839,1252,131,19460
162,10/19/2015,968537,1035,116,22182
163,3/2/2018,221652,1322,132,46985
164,3/18/2017,899747,1766,108,3816
165,9/28/2018,897272,1703,118,44802
166,3/28/2018,169896,1293,147,49163
167,10/26/2016,215123,1051,114,45409
168,8/5/2018,210166,1659,129,47191
169,10/26/2015,180167,1767,112,21585
170,8/7/2016,336603,1622,145,3786
171,2/26/2018,500484,1454,127,35288
172,8/20/2016,569603,1293,132,28805
173,7/4/2017,515736,1446,142,33184
174,4/17/2018,929084,1373,131,20945
175,7/13/2018,738013,1173,110,35097
176,5/2/2017,315589,1976,109,41292
177,6/12/2016,670024,1473,132,15992
178,5/29/2016,146240,1563,101,24438
179,5/19/2016,361894,1371,108,19957
180,6/4/2016,925019,1958,150,25342
181,8/30/2018,217762,1107,143,7971
182,8/27/2017,195684,1108,145,5024
183,8/12/2016,843442,1759,127,23178
184,6/29/2017,405218,1246,149,21561
185,3/1/2017,435536,1087,121,8651
186,10/14/2015,630721,1633,124,9043
187,3/11/2017,222981,1836,121,45013
188,10/21/2017,506288,1288,142,24284
189,5/20/2017,283774,1510,107,14627
190,4/15/2017,563128,1142,106,35417
191,3/3/2018,818042,1274,147,36019
192,11/10/2017,736553,1693,124,41120
193,5/13/2016,769514,1981,107,8611
194,3/16/2017,414441,1557,116,16173
195,4/1/2017,580426,1801,118,31184
196,5/6/2018,317193,1528,108,35898
197,5/25/2016,662240,1095,145,21928
198,11/17/2015,868700,1588,135,35884
199,1/13/2017,643204,1678,104,14349
200,11/21/2015,395488,1696,150,8647
201,12/4/2017,851144,1898,135,44638
202,7/3/2018,970051,1717,105,23916
203,1/19/2017,398470,1385,103,41228
204,5/22/2018,820748,1794,145,32309
205,5/12/2016,908309,1387,126,44084
206,5/22/2017,858537,1921,145,10381
207,11/25/2015,936518,1588,115,33310
208,11/19/2015,639921,1852,127,10990
209,10/12/2016,929885,1071,120,18780
210,5/15/2018,698565,1634,148,13773
211,11/29/2015,246870,1886,132,26799
212,5/24/2016,747029,1185,120,40519
213,3/12/2018,776572,1417,134,9385
214,3/18/2016,894451,1329,124,49080
215,2/8/2017,669897,1470,107,22326
216,6/19/2018,580425,1530,148,42826
217,4/8/2017,702507,1739,147,2733
218,1/19/2016,666112,1921,120,18379
219,2/14/2017,933059,1946,112,47560
220,12/3/2016,117682,1762,119,23969
221,2/17/2018,297044,1932,102,29006
222,1/13/2017,614029,1764,125,28403
223,10/20/2017,363905,1927,132,43682
224,4/20/2018,688571,1049,145,30271
225,12/8/2017,498092,1036,123,21429
226,1/16/2016,275909,1471,110,24243
227,3/6/2016,265908,1058,142,331
228,5/20/2016,333154,1483,118,32757
229,7/15/2018,844663,1490,121,36202
230,8/30/2016,273130,1646,106,10361
231,5/16/2018,346335,1767,140,31223
232,12/24/2016,743070,1107,129,5799
233,5/8/2016,436264,1429,119,16999
234,8/3/2017,679235,1746,113,16604
235,1/4/2017,134465,1111,134,8391
236,5/27/2016,645268,1494,150,10478
237,3/16/2018,578555,1783,150,34727
238,10/7/2017,556858,1778,130,24532
239,12/27/2017,881291,1271,113,43661
240,6/27/2018,617782,1836,148,49842
241,1/27/2018,226668,1949,146,21944
242,5/8/2016,610193,1401,138,27572
243,10/21/2016,323684,1952,127,33657
244,8/11/2018,957049,1688,134,7245
245,11/18/2017,656975,1010,138,27840
246,5/22/2018,360564,1312,114,25183
247,12/19/2016,579954,1073,109,9736
248,1/6/2016,724210,1204,124,47337
249,6/8/2017,464347,1589,106,1981
250,3/18/2016,907155,1889,101,37625
251,2/14/2018,200825,1331,111,8424
252,4/1/2018,855488,1005,146,48487
253,3/31/2017,169308,1758,149,11297
254,5/16/2017,131767,1439,111,41600
255,1/25/2018,491703,1594,150,1663
256,4/20/2017,689822,1865,112,14911
257,11/27/2017,604489,1752,126,26086
258,12/26/2017,735709,1267,123,20044
259,11/24/2015,293704,1494,141,21872
260,7/8/2017,150250,1451,136,44176
261,10/14/2017,925521,1462,123,12300
262,6/9/2017,500469,1803,130,698
263,2/10/2017,494067,1599,123,47185
264,12/9/2015,591772,1531,149,11299
265,9/14/2017,532994,1626,139,45312
266,10/25/2016,601513,1096,143,34349
267,4/22/2018,991356,1767,128,26321
268,10/12/2015,979716,1006,135,39250
269,1/4/2018,591118,1409,139,49656
270,12/18/2017,487272,1460,127,49208
271,12/23/2017,970441,1614,148,8022
272,8/25/2018,471850,1023,101,33950
273,11/20/2016,516848,1393,133,2203
274,8/9/2018,122077,1817,111,7943
275,11/28/2016,667547,1364,136,2539
276,1/19/2016,277622,1632,115,44714
277,5/27/2016,710569,1348,148,44507
278,2/4/2016,140593,1043,143,21696
279,6/16/2016,208354,1231,107,11368
280,12/27/2017,701025,1610,115,36610
281,7/17/2016,397200,1310,127,49017
282,1/3/2016,310891,1205,135,35535
283,12/31/2017,170065,1865,112,20017
284,2/10/2017,703934,2000,101,39564
285,10/14/2016,475125,1224,133,27455
286,4/15/2016,221793,1237,109,23747
287,6/28/2018,219946,1644,107,25095
288,7/8/2018,512667,1773,118,44921
289,10/12/2015,297522,1234,141,23122
290,6/2/2017,309734,1321,135,22111
291,6/4/2016,894657,1719,144,461
292,3/7/2016,897083,1394,113,14074
293,2/16/2016,593567,1493,140,1594
294,11/3/2016,229546,1140,127,14403
295,2/15/2017,854400,1727,140,5365
296,5/4/2018,590573,1007,102,25700
297,3/12/2018,546803,1349,107,47592
298,8/17/2016,857789,1395,122,12780
299,11/3/2016,448345,1560,144,33956
300,1/3/2018,135232,1214,136,20739
301,9/8/2017,515933,1072,138,19881
302,8/29/2016,472069,1129,141,42480
303,2/23/2018,722426,1548,113,35802
304,4/27/2016,199428,1678,109,3374
305,10/25/2017,519888,1573,148,32567
306,12/19/2015,523202,1968,147,15942
307,8/31/2016,583869,1508,132,5275
308,11/23/2016,416930,1432,141,24560
309,2/2/2018,202186,1856,119,19900
310,5/31/2018,984273,1615,148,33082
311,10/1/2018,746071,1476,146,5762
312,5/19/2017,895941,1656,122,30372
313,7/24/2017,191293,1778,122,2867
314,1/18/2016,885130,1505,136,1276
315,4/4/2016,585203,1390,102,38260
316,9/29/2017,457329,1911,116,38177
317,1/11/2016,331790,1895,122,41936
318,7/31/2018,162771,1600,134,46129
319,9/16/2016,765114,1185,114,18260
320,8/27/2017,727283,1156,111,44417
321,3/23/2016,243974,1331,124,1509
322,3/31/2016,817352,1598,140,37025
323,8/19/2017,395105,1669,120,24430
324,5/11/2016,773359,1488,126,47452
325,8/13/2016,864208,1860,115,24755
326,12/6/2016,483617,1834,111,14972
327,10/26/2015,968763,1084,145,21137
328,10/25/2017,167106,1143,132,1965
329,8/25/2018,777351,1118,142,8964
330,10/20/2017,291538,1967,106,22970
331,9/2/2017,864089,1502,104,11237
332,10/20/2016,903213,1713,112,34216
333,8/1/2016,700435,1925,148,24692
334,6/28/2017,149407,1155,126,30506
335,4/11/2018,702978,1010,123,19561
336,9/6/2018,525222,1276,132,2136
337,10/8/2017,889075,1411,133,37222
338,1/22/2017,192948,1792,121,47338
339,8/9/2017,781316,1134,132,27797
340,7/31/2017,150909,1120,141,20006
341,6/21/2016,849912,1031,150,41824
342,4/13/2018,357681,1412,122,35003
343,2/7/2018,850956,1348,127,35467
344,12/15/2016,244628,1442,146,25951
345,12/24/2016,433804,1117,128,12094
346,5/21/2018,488271,1195,122,5100
347,6/6/2018,548946,1306,146,12581
348,5/21/2017,115238,1788,103,10653
349,4/4/2018,651579,1207,146,10439
350,1/24/2018,149105,1406,134,48749
351,10/13/2015,594205,1156,109,27239
352,11/21/2015,429135,1453,150,34950
353,3/5/2016,158290,1262,129,43289
354,3/24/2017,128526,1506,145,35678
355,5/5/2017,569508,1878,120,3704
356,9/19/2017,899899,1847,141,36998
357,12/14/2015,700142,1302,148,10692
358,7/27/2017,922367,1294,144,26625
359,9/3/2016,297027,1257,127,39567
360,4/27/2017,696783,1003,126,1167
361,11/13/2015,666615,1691,109,24497
362,7/3/2018,455743,1358,144,17820
363,6/29/2016,638789,1267,138,2266
364,5/12/2018,961323,1278,114,14470
365,6/27/2018,141119,1986,135,22575
366,2/28/2016,820843,1273,131,13077
367,1/9/2018,366107,1491,130,3851
368,8/18/2018,804099,1034,131,15479
369,6/2/2016,768862,1273,141,48440
370,8/31/2017,232637,1277,131,36700
371,1/5/2017,625909,1816,123,19645
372,11/19/2017,351238,1114,121,43236
373,2/2/2018,581031,1898,112,21991
374,3/29/2016,109689,1014,138,30258
375,12/29/2017,128339,1088,112,31148
376,12/3/2016,209586,1523,112,34749
377,6/7/2018,741683,1396,125,22235
378,2/28/2017,528196,1506,116,18782
379,10/18/2015,464687,1197,146,17939
380,1/8/2016,610397,1271,149,11488
381,12/16/2016,229896,1408,134,17897
382,7/13/2017,249617,1348,122,19299
383,8/9/2017,960693,1278,105,2505
384,8/8/2018,799189,1399,146,30339
385,8/8/2017,509454,1295,134,22594
386,1/18/2017,381562,1889,121,20709
387,9/3/2016,834296,1569,102,27328
388,6/16/2018,973767,1147,135,41908
389,3/2/2017,520912,1200,134,530
390,8/6/2017,456814,1380,116,33166
391,12/29/2017,710942,1923,135,31676
392,10/6/2016,897521,1445,137,33104
393,6/6/2016,791341,1518,150,47624
394,11/4/2017,517696,1112,122,4274
395,12/23/2017,768415,1572,116,44482
396,1/25/2016,585021,1345,149,44502
397,5/30/2016,208779,1775,104,18057
398,1/4/2017,816255,1238,133,35472
399,7/22/2017,210947,1311,134,25543
400,11/23/2016,899063,1814,110,28734
401,10/25/2015,391724,1118,127,8024
402,7/22/2017,319668,1874,150,17738
403,2/28/2018,113122,1401,106,42179
404,4/24/2018,912759,1292,112,4614
405,4/21/2016,202881,1396,139,49438
406,7/27/2018,379773,1502,120,35322
407,7/12/2018,767464,1948,131,18511
408,4/6/2018,886178,1109,108,21582
409,12/19/2015,240059,1992,132,39036
410,1/7/2018,124868,1601,150,9176
411,7/1/2017,408081,1584,101,47385
412,11/29/2016,699020,1932,102,17097
413,11/4/2017,829471,1813,146,43705
414,12/1/2015,711720,1469,112,12468
415,6/4/2018,357833,1527,134,32879
416,6/23/2017,981004,1861,121,36294
417,11/19/2016,585144,1484,110,11184
418,3/23/2017,416299,1478,103,28153
419,7/21/2017,240840,1505,132,15220
420,10/1/2017,111330,1397,117,46807
421,4/23/2016,865070,1340,118,15687
422,1/2/2017,362518,1072,107,17002
423,7/8/2017,647469,1403,125,1780
424,1/18/2018,122036,1539,145,36199
425,7/12/2016,699808,1823,131,33559
426,8/21/2016,828839,1151,103,6137
427,12/1/2017,414351,1782,135,13579
428,10/1/2016,236041,1366,144,38356
429,1/19/2016,601466,1725,133,10000
430,5/18/2017,184794,1123,117,20947
431,6/29/2016,453529,1865,108,9204
432,12/14/2016,193762,1649,150,35499
433,10/29/2017,289837,1083,119,37635
434,1/9/2017,617491,1216,126,4576
435,9/15/2018,289106,1450,132,7705
436,4/16/2018,822164,1128,143,2854
437,10/11/2015,292478,1707,132,30285
438,6/2/2016,710145,1022,101,46413
439,4/4/2018,705531,1271,146,6769
440,12/30/2015,180367,1070,119,20940
441,12/7/2015,896891,1991,127,43321
442,10/27/2015,533201,1529,148,36728
443,9/5/2018,906439,1097,107,25358
444,1/15/2017,880005,1539,147,8819
445,11/19/2017,270646,1114,122,43732
446,2/6/2017,706175,1117,137,3737
447,3/27/2017,363420,1427,126,23240
448,6/20/2017,300447,1534,129,34593
449,8/20/2018,884659,1720,104,7031
450,7/30/2018,945464,1880,135,36769
451,1/11/2017,647001,1290,124,41271
452,12/11/2016,296797,1455,124,24739
453,1/2/2017,409230,1800,148,38174
454,6/20/2018,484606,1478,109,35269
455,5/1/2018,226569,1310,105,42530
456,10/8/2015,328885,1692,137,20448
457,8/25/2016,512720,1141,130,25001
458,10/5/2017,816103,1882,119,42894
459,9/23/2018,800918,1418,117,17788
460,7/13/2017,913546,1416,130,20078
461,7/19/2018,420450,1541,135,35506
462,5/28/2018,770071,1826,134,43448
463,5/17/2017,233564,1702,143,38374
464,5/13/2018,614326,1338,132,20195
465,3/2/2016,887900,1208,133,21624
466,1/10/2016,849034,1555,138,3446
467,2/8/2016,438955,1696,145,24904
468,3/23/2018,978105,1317,134,31686
469,11/8/2017,334093,1354,116,31628
470,5/19/2018,281905,1243,118,38928
471,3/5/2017,106488,1771,145,44080
472,2/25/2017,569097,1209,113,3453
473,10/11/2016,574200,1508,119,197
474,8/30/2016,588368,1215,107,43339
475,8/20/2016,794409,1707,150,41917
476,11/5/2017,708216,1342,146,35818
477,3/13/2018,598590,1090,107,2014
478,7/29/2017,609732,1354,139,36328
479,11/14/2015,232694,1575,138,45490
480,10/19/2016,406724,1334,116,31209
481,9/28/2016,839212,1707,101,34903
482,11/17/2015,269397,1767,107,31415
483,7/25/2017,832399,1327,146,43643
484,9/8/2018,608092,1272,126,13403
485,9/29/2017,921559,1808,119,46064
486,12/24/2015,741189,1589,149,25020
487,1/18/2017,884564,1570,133,27751
488,2/15/2017,741705,1776,131,17298
489,2/22/2017,670914,1212,122,26556
490,8/2/2017,592643,1097,104,28576
491,3/11/2017,438408,1992,147,24744
492,9/17/2016,940705,1785,140,21912
493,12/24/2017,315076,1871,129,45251
494,1/23/2016,742539,1133,130,39395
495,2/9/2017,381375,1152,116,648
496,10/29/2015,122468,1338,102,32088
497,4/4/2016,115377,1691,106,30819
498,9/14/2017,318657,1718,148,37719
499,10/29/2015,243392,1268,124,39777
500,12/3/2017,276261,1034,102,46800
501,8/17/2018,670680,1909,132,46609
502,1/2/2016,113932,1773,105,44660
503,9/14/2018,759866,1774,105,6261
504,6/17/2016,761287,1647,146,27708
505,7/7/2017,375528,1141,111,19387
506,9/14/2016,453300,1076,150,14954
507,8/17/2016,347816,1591,109,2559
508,9/1/2016,876970,1716,140,10605
509,10/29/2015,771369,1450,109,24781
510,4/3/2017,589242,1991,118,45943
511,7/8/2018,770064,1959,125,40573
512,10/17/2016,531573,1117,111,34580
513,5/23/2017,487791,1163,147,48836
514,2/28/2016,789654,1842,130,34010
515,5/16/2018,663644,1374,135,24321
516,12/1/2016,460918,1252,107,44522
517,3/17/2017,921074,1792,126,25420
518,12/22/2016,756637,1890,115,39710
519,4/18/2016,979695,1158,104,30875
520,8/17/2016,885284,1343,102,10078
521,11/21/2017,981526,1607,111,15305
522,2/13/2017,174019,1684,129,47068
523,6/30/2017,109534,1106,137,36936
524,11/17/2016,934378,1040,106,4695
525,11/6/2016,974984,1376,137,13697
526,8/20/2018,444857,1283,121,13085
527,1/7/2017,614940,1869,131,27680
528,6/15/2016,338732,1307,103,29806
529,9/7/2017,629037,1564,118,19695
530,5/9/2017,811951,1638,130,1794
531,9/7/2017,746383,1363,112,37995
532,1/3/2017,711017,1576,127,5523
533,6/1/2016,981043,1594,135,30705
534,12/11/2017,996554,1251,118,18510
535,10/30/2016,162756,1782,110,1013
536,6/18/2018,132226,1329,148,21046
537,3/3/2017,599019,1126,112,41952
538,6/29/2017,805661,1080,121,23984
539,1/7/2016,851172,1177,118,26136
540,11/8/2017,315681,1261,117,25740
541,7/25/2016,275157,1125,148,48396
542,1/18/2016,351421,1108,149,2662
543,1/31/2016,464939,1936,137,25606
544,5/10/2017,685528,1282,109,22510
545,7/29/2018,500598,1742,125,47466
546,7/31/2018,431907,1512,148,23035
547,4/30/2017,164389,1432,112,6016
548,2/6/2017,792162,1414,143,30905
549,4/27/2017,109401,1858,137,39529
550,12/1/2015,514247,1610,148,22622
551,1/7/2016,861535,1019,132,41029
552,8/7/2017,407082,1218,116,3712
553,1/20/2018,850428,1964,138,16442
554,9/4/2017,227554,1292,150,27421
555,6/23/2018,811021,1081,149,22662
556,1/11/2018,991412,1895,118,36441
557,1/7/2018,861109,1666,121,45029
558,4/16/2017,827674,1182,101,17808
559,6/6/2018,433834,1241,124,23041
560,5/26/2017,330191,1620,118,635
561,3/28/2016,904918,1837,146,16909
562,1/21/2016,493970,1862,125,17478
563,4/18/2017,999700,1140,134,3424
564,12/25/2017,736880,1812,145,27755
565,7/2/2017,863567,1018,140,37787
566,3/30/2018,897105,1246,109,27928
567,9/8/2016,213746,1059,131,3479
568,6/5/2018,905892,1435,134,20729
569,1/26/2018,398115,1792,116,21588
570,7/27/2016,368701,1461,101,26787
571,7/3/2016,218852,1945,132,12439
572,5/17/2017,671532,1798,143,29053
573,11/8/2015,692143,1841,131,20917
574,10/14/2015,740082,1546,150,15914
575,8/31/2016,607895,1703,135,26771
576,6/29/2017,785837,1590,132,35766
577,11/23/2017,324771,1415,106,47480
578,12/3/2015,474448,1448,111,39533
579,5/6/2016,389482,1262,111,15163
580,12/21/2017,159004,1164,140,8524
581,5/21/2017,467767,1535,149,46997
582,2/17/2016,867863,1374,103,27622
583,2/8/2017,235286,1632,137,32289
584,7/30/2017,613072,1570,141,4455
585,9/30/2016,658636,1089,144,24093
586,6/16/2017,377891,1179,131,34341
587,11/4/2017,361165,1523,122,2019
588,5/29/2017,700743,1824,105,6236
589,12/27/2016,436025,1293,145,47378
590,7/30/2017,612399,1248,125,49176
591,6/17/2016,129371,1443,127,42634
592,9/24/2016,271381,1617,114,19298
593,8/23/2016,795720,1150,137,2964
594,12/12/2017,840260,1533,146,1301
595,3/6/2017,863215,1105,147,33549
596,6/24/2017,693232,1464,112,4075
597,1/5/2018,972799,1752,114,14425
598,1/9/2018,534625,1901,132,41493
599,6/25/2018,806917,1952,140,25313
600,9/19/2018,163674,1193,107,18889
601,11/30/2017,747042,1892,105,28684
602,3/3/2018,226223,1160,105,27543
603,8/3/2018,854929,1810,129,1835
604,12/29/2017,117494,1492,130,47896
605,8/21/2018,406619,1714,105,8283
606,2/23/2017,661077,1466,112,19181
607,9/19/2018,242997,1990,138,14060
608,12/13/2015,385458,1790,121,11171
609,10/13/2015,174213,1791,144,38127
610,8/16/2018,204672,1488,110,19754
611,10/1/2016,860097,1598,148,17723
612,6/18/2017,970659,1126,119,48180
613,1/14/2016,462528,1594,109,34389
614,12/6/2015,970021,1953,104,24080
615,8/13/2018,766409,1009,124,17562
616,8/9/2017,547436,1232,113,31460
617,2/2/2016,743208,1473,135,15544
618,10/25/2015,150462,1710,124,36081
619,2/25/2018,365389,1216,104,44057
620,7/20/2017,163859,1352,113,48221
621,4/8/2016,982483,1333,150,32941
622,8/24/2016,198273,1245,133,31634
623,11/20/2016,275648,1681,114,44847
624,11/14/2015,729021,1543,126,23540
625,5/7/2016,291070,1895,142,13009
626,10/22/2016,870881,1982,129,25526
627,5/29/2016,535399,1796,137,43007
628,7/8/2017,541860,1146,133,39349
629,1/31/2017,471082,1555,116,1278
630,4/10/2016,440716,1871,116,14620
631,8/9/2016,326261,1807,102,29126
632,12/14/2015,310730,1783,149,38998
633,3/25/2016,978729,1716,106,27119
634,8/27/2017,493017,1153,126,4746
635,8/24/2017,105834,1782,122,42975
636,4/4/2017,290180,1008,113,8503
637,8/11/2017,181058,1869,112,33531
638,5/18/2016,718513,1477,139,32415
639,3/16/2017,815925,1905,134,38501
640,12/20/2015,809390,1902,110,23284
641,3/25/2018,754505,1470,150,44947
642,5/8/2016,922442,1710,126,24926
643,11/19/2017,412066,1517,131,48669
644,8/2/2016,850341,1630,122,12549
645,10/4/2015,565717,1900,128,6613
646,5/26/2016,724584,1037,101,29231
647,11/8/2015,832490,1522,146,45685
648,2/6/2018,868976,1805,107,12224
649,9/20/2017,974815,1928,109,17756
650,10/18/2017,234753,1537,102,20514
651,5/12/2017,162308,1167,125,25021
652,2/25/2017,636713,1057,117,39071
653,8/3/2018,196888,1583,118,20063
654,11/15/2015,996836,1527,120,5022
655,4/10/2017,796651,1520,147,31392
656,2/26/2017,164541,1128,103,25299
657,10/9/2017,527988,1280,143,9241
658,6/16/2016,544860,1665,114,17730
659,9/17/2016,807979,1358,104,22510
660,7/27/2017,382491,1922,149,21474
661,3/14/2017,841833,1758,143,37228
662,8/20/2017,299875,1109,131,32251
663,7/15/2016,437988,1725,119,16793
664,3/26/2016,272697,1140,124,21221
665,12/3/2016,251404,1889,141,39368
666,2/13/2017,865613,1336,112,8672
667,3/31/2017,462592,1960,113,27903
668,4/4/2016,448780,1339,117,44736
669,4/12/2016,296151,1406,113,5991
670,8/12/2018,664146,1497,101,26847
671,11/7/2016,236108,1406,107,12746
672,12/18/2017,203463,1434,141,5495
673,12/26/2016,418767,1379,129,1292
674,4/4/2017,270465,1607,136,22082
675,8/27/2016,168119,1856,113,14079
676,2/9/2018,215967,1034,101,46490
677,12/22/2017,526878,1892,116,28270
678,11/3/2015,715940,1674,107,6028
679,12/28/2016,817962,1563,128,20765
680,3/12/2016,575284,1318,149,30329
681,4/6/2018,867493,1907,136,28298
682,6/8/2016,962957,1713,110,49964
683,5/19/2016,183954,1640,105,31478
684,9/7/2016,461087,1762,132,35249
685,7/18/2016,892700,1988,103,37006
686,8/19/2016,256993,1430,149,12467
687,5/15/2017,192106,1994,140,47785
688,4/18/2018,820598,1079,117,40995
689,12/10/2017,318168,1113,107,26548
690,5/3/2016,545365,1175,121,11277
691,4/12/2017,886113,1483,112,31617
692,7/2/2018,588480,1594,136,31167
693,5/25/2017,488989,1498,133,1734
694,6/18/2016,187044,1016,150,43463
695,8/17/2018,107118,1891,110,34469
696,2/10/2017,993806,1430,106,14319
