USER_ID,AGE,MERCHANT_ID,Transactions
221,41,211,0.08
221,41,239,0.17
221,41,326,0.02
221,41,213,0.01
221,41,240,0.01
221,41,215,0.02
221,41,229,0.02
221,41,231,0.01
221,41,328,0.01
221,41,254,0.24
221,41,312,0.06
221,41,233,0.02
225,41,219,0.45
225,41,208,0.18
225,41,239,0.09
225,41,254,0.27
232,45,207,0.17
232,45,213,0.39
232,45,240,0.04
232,45,215,0.09
232,45,254,0.04
232,45,369,0.26
239,43,219,0.17
239,43,220,0.01
239,43,205,0.02
239,43,318,0.01
239,43,276,0.12
239,43,288,0.1
239,43,212,0.27
239,43,257,0.1
239,43,240,0.05
239,43,383,0.01
239,43,229,0.01
239,43,278,0.01
239,43,271,0.02
239,43,294,0.02
239,43,258,0.02
239,43,372,0.01
239,43,259,0.01
239,43,295,0.01
239,43,273,0.01
239,43,254,0.03
239,43,356,0.01
247,41,368,1
257,42,220,0.13
257,42,285,0.19
257,42,206,0.06
257,42,227,0.06
257,42,291,0.13
257,42,266,0.06
257,42,273,0.25
257,42,422,0.13
258,44,219,0.05
258,44,220,0.01
258,44,205,0.01
258,44,260,0.01
258,44,207,0.01
258,44,222,0.01
258,44,223,0.02
258,44,280,0.12
258,44,209,0.01
258,44,210,0.01
258,44,276,0.03
258,44,351,0.05
258,44,227,0.01
258,44,213,0.03
258,44,214,0.02
258,44,240,0.01
258,44,289,0.03
258,44,283,0.01
258,44,229,0.04
258,44,264,0.02
258,44,247,0.06
258,44,305,0.01
258,44,217,0.14
258,44,266,0.04
258,44,232,0.05
258,44,267,0.01
258,44,273,0.21
258,44,254,0.01
261,42,279,0.13
261,42,204,0.02
261,42,220,0.04
261,42,236,0.02
261,42,238,0.02
261,42,239,0.04
261,42,213,0.04
261,42,240,0.11
261,42,215,0.28
261,42,255,0.02
261,42,293,0.02
261,42,283,0.04
261,42,229,0.09
261,42,267,0.04
261,42,296,0.02
261,42,311,0.02
261,42,297,0.02
262,43,257,0.13
262,43,240,0.5
262,43,215,0.25
262,43,255,0.13
265,41,279,0.03
265,41,219,0.2
265,41,205,0.3
265,41,222,0.07
265,41,223,0.07
265,41,208,0.13
265,41,239,0.13
265,41,229,0.03
265,41,328,0.03
275,41,212,0.5
275,41,240,0.5
277,44,397,0.01
277,44,219,0.36
277,44,202,0.01
277,44,203,0.05
277,44,206,0.01
277,44,222,0.05
277,44,210,0.01
277,44,368,0.01
277,44,277,0.01
277,44,227,0.1
277,44,212,0.08
277,44,257,0.01
277,44,240,0.01
277,44,382,0.01
277,44,291,0.01
277,44,229,0.15
277,44,266,0.01
277,44,272,0.02
277,44,232,0.02
277,44,254,0.01
277,44,324,0.03
278,43,241,0.07
278,43,418,0.02
278,43,203,0.05
278,43,237,0.17
278,43,243,0.02
278,43,391,0.05
278,43,227,0.03
278,43,212,0.03
278,43,264,0.07
278,43,216,0.07
278,43,266,0.02
278,43,248,0.02
278,43,232,0.02
278,43,273,0.26
278,43,254,0.1
284,42,220,0.09
284,42,203,0.07
284,42,206,0.02
284,42,221,0.02
284,42,237,0.02
284,42,224,0.06
284,42,349,0.02
284,42,210,0.02
284,42,211,0.02
284,42,239,0.02
284,42,227,0.2
284,42,215,0.02
284,42,278,0.02
284,42,306,0.22
284,42,216,0.02
284,42,231,0.02
284,42,266,0.02
284,42,232,0.02
284,42,369,0.11
285,44,220,0.23
285,44,210,0.03
285,44,319,0.23
285,44,229,0.11
285,44,272,0.14
285,44,232,0.11
285,44,296,0.09
285,44,254,0.06
294,43,220,0.13
294,43,203,0.06
294,43,236,0.03
294,43,242,0.06
294,43,274,0.09
294,43,237,0.03
294,43,223,0.03
294,43,224,0.09
294,43,227,0.09
294,43,441,0.03
294,43,291,0.13
294,43,229,0.09
294,43,247,0.03
294,43,273,0.06
294,43,254,0.03
296,42,284,0.31
296,42,205,0.03
296,42,213,0.03
296,42,240,0.36
296,42,215,0.03
296,42,229,0.03
296,42,355,0.03
296,42,216,0.21
298,41,399,0.02
298,41,276,0.3
298,41,287,0.02
298,41,288,0.12
298,41,212,0.5
298,41,264,0.02
298,41,295,0.02
299,42,219,0.15
299,42,220,0.02
299,42,284,0.34
299,42,205,0.02
299,42,203,0
299,42,206,0
299,42,207,0
299,42,237,0.01
299,42,222,0.02
299,42,223,0.02
299,42,208,0.06
299,42,224,0.01
299,42,238,0
299,42,209,0.01
299,42,276,0
299,42,281,0
299,42,239,0.05
299,42,227,0.01
299,42,214,0.01
299,42,240,0
299,42,382,0
299,42,229,0
299,42,216,0
299,42,231,0
299,42,266,0
299,42,232,0.01
299,42,273,0.01
299,42,254,0
299,42,311,0.01
299,42,312,0.24
300,44,279,0.02
300,44,219,0.17
300,44,220,0.07
300,44,284,0.29
300,44,285,0.02
300,44,222,0.02
300,44,223,0.02
300,44,208,0.02
300,44,224,0.08
300,44,238,0.02
300,44,210,0.08
300,44,239,0.02
300,44,382,0.02
300,44,291,0.1
300,44,248,0.03
300,44,254,0.02
300,44,324,0.02
307,42,397,0.01
307,42,219,0.08
307,42,202,0.39
307,42,220,0.01
307,42,205,0.01
307,42,207,0.01
307,42,274,0.01
307,42,222,0.02
307,42,224,0.13
307,42,209,0.03
307,42,243,0.01
307,42,239,0.01
307,42,277,0.01
307,42,212,0.04
307,42,257,0.01
307,42,240,0.02
307,42,215,0.01
307,42,229,0.03
307,42,278,0.01
307,42,271,0.03
307,42,327,0.01
307,42,247,0.01
307,42,216,0.01
307,42,231,0.01
307,42,266,0.05
307,42,296,0.01
307,42,409,0.01
307,42,273,0.01
307,42,254,0.02
307,42,312,0.01
309,44,220,0.11
309,44,284,0.47
309,44,205,0.05
309,44,212,0.05
309,44,229,0.26
309,44,312,0.05
310,45,224,0.05
310,45,229,0.05
310,45,273,0.9
311,43,279,0.2
311,43,215,0.4
311,43,264,0.4
321,44,241,0.02
321,44,251,0.01
321,44,202,0.01
321,44,203,0.02
321,44,280,0.18
321,44,209,0.01
321,44,229,0.09
321,44,264,0.09
321,44,230,0.02
321,44,273,0.1
321,44,312,0.3
321,44,369,0.15
323,45,273,1
327,44,240,1
331,44,219,0.08
331,44,312,0.92
356,43,220,0.01
356,43,205,0.22
356,43,221,0.01
356,43,223,0.02
356,43,208,0.59
356,43,238,0.01
356,43,239,0.11
356,43,254,0.01
356,43,312,0.02
364,45,241,0.01
364,45,219,0.09
364,45,220,0.03
364,45,284,0.02
364,45,235,0.03
364,45,222,0.02
364,45,223,0.01
364,45,208,0.24
364,45,209,0.01
364,45,211,0.08
364,45,240,0.01
364,45,215,0.01
364,45,229,0.1
364,45,306,0.08
364,45,248,0.01
364,45,232,0.01
364,45,254,0.18
364,45,311,0.03
364,45,312,0.03
367,43,323,1
376,42,291,0.33
376,42,229,0.5
376,42,271,0.17
380,44,219,0.36
380,44,220,0.09
380,44,222,0.09
380,44,239,0.09
380,44,212,0.09
380,44,254,0.27
391,44,212,0.5
391,44,229,0.5
394,45,205,0.02
394,45,209,0.04
394,45,270,0.52
394,45,213,0.12
394,45,240,0.18
394,45,215,0.12
395,41,206,0.18
395,41,208,0.01
395,41,227,0.02
395,41,212,0.53
395,41,327,0.01
395,41,231,0.1
395,41,266,0.02
395,41,273,0.02
395,41,254,0.05
395,41,297,0.05
399,45,315,0.01
399,45,275,0.04
399,45,238,0.01
399,45,276,0.17
399,45,288,0.3
399,45,256,0.01
399,45,212,0.23
399,45,213,0.03
399,45,407,0.09
399,45,229,0.01
399,45,259,0.01
399,45,296,0.01
399,45,335,0.01
399,45,297,0.03
401,42,220,0.02
401,42,203,0.02
401,42,242,0.05
401,42,238,0.21
401,42,209,0.11
401,42,318,0.05
401,42,276,0.04
401,42,288,0.02
401,42,277,0.02
401,42,212,0.25
401,42,240,0.02
401,42,264,0.02
401,42,259,0.05
401,42,409,0.02
401,42,273,0.02
401,42,254,0.09
403,44,219,0.27
403,44,223,0.07
403,44,240,0.27
403,44,229,0.27
403,44,247,0.07
403,44,328,0.07
406,43,241,0.01
406,43,374,0.07
406,43,202,0.01
406,43,220,0.09
406,43,454,0.01
406,43,203,0.02
406,43,285,0.01
406,43,242,0.01
406,43,396,0.02
406,43,274,0.01
406,43,224,0.08
406,43,243,0.01
406,43,276,0.01
406,43,431,0.02
406,43,227,0.05
406,43,212,0.06
406,43,341,0.04
406,43,240,0.01
406,43,342,0.01
406,43,462,0.08
406,43,215,0.01
406,43,407,0.01
406,43,253,0.04
406,43,291,0.01
406,43,229,0.07
406,43,278,0.01
406,43,263,0.01
406,43,271,0.02
406,43,264,0.01
406,43,247,0.08
406,43,385,0.01
406,43,321,0.01
406,43,266,0.03
406,43,232,0.01
406,43,259,0.04
406,43,295,0.01
406,43,273,0.06
406,43,299,0.01
413,41,397,0.12
413,41,368,0.03
413,41,277,0.03
413,41,212,0.09
413,41,257,0.64
413,41,240,0.03
413,41,266,0.06
416,44,279,0.1
416,44,220,0.03
416,44,261,0.05
416,44,212,0.18
416,44,240,0.08
416,44,215,0.05
416,44,264,0.1
416,44,259,0.03
416,44,254,0.05
416,44,233,0.35
422,45,219,0.23
422,45,202,0.04
422,45,236,0.04
422,45,375,0.12
422,45,212,0.15
422,45,240,0.12
422,45,229,0.12
422,45,216,0.04
422,45,266,0.04
422,45,295,0.04
422,45,254,0.04
422,45,297,0.04
424,42,397,0.08
424,42,238,0.31
424,42,226,0.08
424,42,291,0.15
424,42,229,0.08
424,42,264,0.08
424,42,328,0.08
424,42,258,0.15
425,44,229,1
429,45,219,0.01
429,45,220,0.09
429,45,203,0.04
429,45,206,0.38
429,45,223,0.05
429,45,208,0.01
429,45,238,0.05
429,45,209,0.01
429,45,210,0.01
429,45,239,0.01
429,45,227,0.01
429,45,390,0.03
429,45,382,0.13
429,45,291,0.01
429,45,229,0.09
429,45,266,0.03
429,45,232,0.03
429,45,423,0.01
431,41,338,0.04
431,41,374,0.07
431,41,219,0.02
431,41,481,0.05
431,41,220,0.01
431,41,285,0.03
431,41,396,0.06
431,41,208,0.01
431,41,224,0.01
431,41,400,0.01
431,41,301,0.03
431,41,225,0.05
431,41,209,0.04
431,41,326,0.01
431,41,319,0.02
431,41,228,0.06
431,41,456,0.2
431,41,342,0.03
431,41,245,0.01
431,41,266,0.02
431,41,387,0.05
431,41,408,0.01
431,41,323,0.11
431,41,267,0.01
431,41,356,0.01
431,41,234,0.1
431,41,393,0.01
434,44,241,0.02
434,44,331,0.02
434,44,220,0.03
434,44,203,0.02
434,44,285,0.02
434,44,208,0.02
434,44,244,0.02
434,44,277,0.02
434,44,212,0.49
434,44,257,0.03
434,44,320,0.03
434,44,291,0.02
434,44,229,0.07
434,44,271,0.03
434,44,264,0.02
434,44,385,0.02
434,44,321,0.1
434,44,254,0.02
434,44,460,0.03
438,43,219,0.2
438,43,220,0.1
438,43,229,0.1
438,43,273,0.6
441,45,443,0.03
441,45,220,0.38
441,45,224,0.03
441,45,391,0.03
441,45,288,0.08
441,45,212,0.05
441,45,319,0.18
441,45,257,0.03
441,45,342,0.05
441,45,291,0.15
441,45,278,0.03
447,43,219,0.02
447,43,220,0.04
447,43,284,0.05
447,43,221,0.01
447,43,314,0.01
447,43,276,0.12
447,43,327,0.01
447,43,264,0.01
447,43,273,0.18
447,43,254,0.51
447,43,312,0.05
450,44,315,0
450,44,439,0
450,44,220,0.01
450,44,242,0
450,44,274,0
450,44,208,0
450,44,314,0.01
450,44,225,0.01
450,44,209,0.01
450,44,243,0.01
450,44,318,0
450,44,210,0.05
450,44,276,0.26
450,44,239,0.02
450,44,288,0.12
450,44,482,0.01
450,44,212,0.11
450,44,483,0
450,44,257,0
450,44,240,0.01
450,44,291,0.01
450,44,229,0.06
450,44,247,0
450,44,294,0.02
450,44,484,0.01
450,44,354,0.01
450,44,248,0.07
450,44,485,0
450,44,296,0.01
450,44,409,0.01
450,44,273,0.11
450,44,254,0.03
450,44,422,0.02
450,44,299,0
450,44,486,0
468,44,212,0.57
468,44,257,0.43
470,42,418,0.04
470,42,203,0.24
470,42,210,0.04
470,42,226,0.08
470,42,212,0.08
470,42,213,0.2
470,42,228,0.04
470,42,240,0.04
470,42,229,0.04
470,42,278,0.04
470,42,265,0.04
470,42,490,0.04
470,42,254,0.08
473,44,220,0.02
473,44,236,0.02
473,44,238,0.4
473,44,212,0.04
473,44,213,0.04
473,44,240,0.13
473,44,304,0.02
473,44,283,0.02
473,44,229,0.06
473,44,305,0.02
473,44,216,0.09
473,44,385,0.02
473,44,254,0.09
473,44,313,0.02
475,42,241,0.03
475,42,202,0.13
475,42,220,0.03
475,42,209,0.03
475,42,210,0.03
475,42,239,0.03
475,42,252,0.03
475,42,431,0.03
475,42,227,0.03
475,42,212,0.39
475,42,408,0.23
476,41,491,0.02
476,41,242,0.16
476,41,210,0.04
476,41,227,0.14
476,41,247,0.32
476,41,248,0.04
476,41,273,0.3
480,44,241,0.05
480,44,279,0.03
480,44,220,0.03
480,44,285,0.03
480,44,242,0.13
480,44,207,0.05
480,44,349,0.03
480,44,209,0.03
480,44,211,0.03
480,44,286,0.05
480,44,212,0.1
480,44,213,0.26
480,44,215,0.08
480,44,229,0.1
480,44,271,0.03
484,43,219,0.01
484,43,202,0
484,43,220,0.01
484,43,205,0.03
484,43,203,0.01
484,43,236,0.06
484,43,285,0
484,43,242,0
484,43,207,0
484,43,238,0.62
484,43,209,0.07
484,43,345,0.01
484,43,211,0.02
484,43,239,0
484,43,215,0.04
484,43,290,0.01
484,43,229,0
484,43,263,0
484,43,264,0
484,43,305,0.01
484,43,216,0.05
484,43,266,0.01
484,43,451,0.01
484,43,267,0
484,43,273,0.01
484,43,254,0.01
484,43,379,0
487,42,241,0
487,42,251,0.01
487,42,279,0.03
487,42,348,0.01
487,42,219,0.01
487,42,202,0.02
487,42,220,0.01
487,42,236,0.02
487,42,206,0
487,42,222,0
487,42,208,0
487,42,269,0.01
487,42,224,0.01
487,42,209,0
487,42,211,0.07
487,42,212,0
487,42,213,0.01
487,42,240,0
487,42,215,0.24
487,42,255,0.02
487,42,304,0.01
487,42,283,0
487,42,229,0.02
487,42,264,0
487,42,355,0.01
487,42,231,0
487,42,309,0.02
487,42,218,0.02
487,42,388,0
487,42,232,0.02
487,42,259,0
487,42,273,0.39
487,42,254,0.01
487,42,313,0.02
489,45,347,0.01
489,45,204,0.01
489,45,220,0.02
489,45,496,0.05
489,45,205,0.01
489,45,207,0.02
489,45,221,0.01
489,45,269,0.03
489,45,238,0.01
489,45,209,0.01
489,45,210,0.03
489,45,384,0.01
489,45,239,0.02
489,45,286,0.01
489,45,351,0.11
489,45,326,0.02
489,45,261,0.01
489,45,256,0.01
489,45,214,0.02
489,45,255,0.01
489,45,293,0.02
489,45,229,0.04
489,45,217,0.26
489,45,266,0.01
489,45,354,0.08
489,45,232,0.01
489,45,267,0.02
489,45,310,0.16
495,45,219,0.05
495,45,220,0.01
495,45,205,0.02
495,45,203,0.01
495,45,237,0.1
495,45,224,0.12
495,45,314,0.39
495,45,318,0.01
495,45,210,0.01
495,45,239,0.03
495,45,212,0.02
495,45,257,0.03
495,45,229,0.03
495,45,247,0.01
495,45,230,0.03
495,45,328,0.01
495,45,266,0.06
495,45,254,0.1
498,43,210,0.01
498,43,277,0.01
498,43,212,0.13
498,43,291,0.01
498,43,229,0.51
498,43,247,0.04
498,43,354,0.18
498,43,248,0.06
498,43,254,0.04
504,44,219,0.64
504,44,205,0.03
504,44,222,0.09
504,44,223,0.06
504,44,208,0.03
504,44,314,0.06
504,44,291,0.03
504,44,311,0.06
507,42,397,0.01
507,42,220,0.35
507,42,205,0.01
507,42,269,0.01
507,42,210,0.01
507,42,352,0.05
507,42,270,0.04
507,42,213,0.02
507,42,240,0.35
507,42,215,0.01
507,42,255,0.13
507,42,293,0.01
507,42,229,0.01
507,42,328,0.01
507,42,309,0.01
511,43,396,1
512,43,224,0.13
512,43,231,0.67
512,43,254,0.13
512,43,299,0.07
516,43,397,0.04
516,43,205,0.02
516,43,206,0.04
516,43,207,0.06
516,43,208,0.02
516,43,224,0.06
516,43,209,0.02
516,43,210,0.04
516,43,239,0.06
516,43,261,0.02
516,43,256,0.02
516,43,212,0.11
516,43,213,0.04
516,43,257,0.02
516,43,240,0.02
516,43,229,0.04
516,43,271,0.02
516,43,327,0.06
516,43,247,0.11
516,43,266,0.19
516,43,254,0.02
518,44,240,1
532,41,276,0.25
532,41,212,0.75
539,42,219,0.06
539,42,205,0.09
539,42,236,0.03
539,42,210,0.03
539,42,288,0.09
539,42,244,0.03
539,42,212,0.28
539,42,257,0.16
539,42,240,0.03
539,42,229,0.09
539,42,308,0.03
539,42,372,0.03
539,42,254,0.03
541,45,241,0.01
541,45,219,0.03
541,45,202,0.01
541,45,205,0.04
541,45,242,0.01
541,45,208,0.3
541,45,209,0.06
541,45,239,0.01
541,45,215,0.01
541,45,290,0.01
541,45,229,0.01
541,45,271,0.01
541,45,231,0.03
541,45,273,0.36
541,45,311,0.1
547,43,219,0.04
547,43,220,0.11
547,43,229,0.07
547,43,232,0.15
547,43,254,0.63
548,41,205,0.04
548,41,207,0.04
548,41,222,0.09
548,41,225,0.17
548,41,209,0.04
548,41,286,0.04
548,41,212,0.26
548,41,229,0.04
548,41,273,0.26
551,43,337,0.04
551,43,203,0.17
551,43,405,0.04
551,43,276,0.48
551,43,288,0.04
551,43,246,0.17
551,43,234,0.04
554,42,219,0.69
554,42,284,0.02
554,42,203,0.01
554,42,242,0.05
554,42,222,0.1
554,42,209,0.01
554,42,277,0.01
554,42,257,0.01
554,42,273,0.01
554,42,312,0.08
558,43,219,0.66
558,43,202,0.07
558,43,220,0.03
558,43,205,0
558,43,203,0.01
558,43,285,0
558,43,242,0.02
558,43,222,0.07
558,43,224,0
558,43,209,0.06
558,43,404,0
558,43,368,0
558,43,277,0
558,43,227,0
558,43,213,0
558,43,319,0
558,43,240,0
558,43,342,0
558,43,320,0
558,43,291,0
558,43,229,0
558,43,278,0
558,43,271,0.01
558,43,247,0.01
558,43,414,0
558,43,266,0.01
558,43,272,0
558,43,232,0.01
558,43,380,0
562,42,252,0.2
562,42,342,0.6
562,42,356,0.2
567,42,219,0.08
567,42,220,0.04
567,42,222,0.04
567,42,224,0.25
567,42,239,0.08
567,42,212,0.13
567,42,257,0.04
567,42,306,0.04
567,42,230,0.04
567,42,254,0.25
575,45,251,0.17
575,45,279,0.39
575,45,213,0.22
575,45,289,0.04
575,45,255,0.04
575,45,259,0.13
586,42,399,0.1
586,42,493,0.6
586,42,382,0.1
586,42,293,0.2
587,44,418,0.02
587,44,219,0.06
587,44,220,0.04
587,44,205,0.06
587,44,285,0.02
587,44,274,0.02
587,44,222,0.02
587,44,223,0.02
587,44,208,0.02
587,44,314,0.02
587,44,209,0.02
587,44,421,0.43
587,44,291,0.04
587,44,293,0.02
587,44,306,0.02
587,44,308,0.02
587,44,265,0.02
587,44,218,0.04
587,44,266,0.02
587,44,248,0.02
587,44,273,0.08
594,41,203,0.14
594,41,276,0.18
594,41,288,0.25
594,41,499,0.11
594,41,253,0.11
594,41,230,0.04
594,41,323,0.04
594,41,460,0.14
596,42,273,0.94
596,42,254,0.06
599,44,220,0.09
599,44,301,0.27
599,44,212,0.09
599,44,253,0.18
599,44,433,0.18
599,44,229,0.09
599,44,259,0.09
602,42,205,0.23
602,42,207,0.03
602,42,210,0.1
602,42,287,0.03
602,42,212,0.07
602,42,381,0.03
602,42,293,0.03
602,42,229,0.2
602,42,271,0.03
602,42,296,0.17
602,42,409,0.03
602,42,508,0.03
607,45,219,0.54
607,45,203,0.15
607,45,242,0.15
607,45,271,0.08
607,45,414,0.08
608,45,219,0.06
608,45,284,0.02
608,45,285,0.02
608,45,242,0.16
608,45,222,0.04
608,45,209,0.02
608,45,383,0.02
608,45,247,0.1
608,45,231,0.5
608,45,312,0.04
608,45,367,0.02
609,41,337,0.18
609,41,338,0.37
609,41,396,0.05
609,41,225,0.03
609,41,404,0.05
609,41,341,0.05
609,41,228,0.13
609,41,407,0.03
609,41,253,0.03
609,41,321,0.08
618,44,219,0.07
618,44,205,0.04
618,44,203,0.04
618,44,222,0.04
618,44,391,0.04
618,44,288,0.07
618,44,212,0.57
618,44,240,0.07
618,44,229,0.04
618,44,297,0.04
624,41,219,0.03
624,41,202,0.01
624,41,220,0.03
624,41,235,0.02
624,41,203,0.04
624,41,242,0.01
624,41,206,0.01
624,41,224,0.02
624,41,314,0.01
624,41,238,0.01
624,41,239,0.01
624,41,227,0.13
624,41,212,0.03
624,41,382,0.02
624,41,291,0.06
624,41,229,0.03
624,41,247,0.02
624,41,231,0.02
624,41,266,0.03
624,41,273,0.36
624,41,254,0.11
624,41,311,0.02
627,42,251,0.02
627,42,279,0.05
627,42,204,0.02
627,42,207,0.09
627,42,286,0.04
627,42,240,0.09
627,42,215,0.02
627,42,289,0.29
627,42,255,0.09
627,42,283,0.04
627,42,271,0.02
627,42,216,0.02
627,42,385,0.2
627,42,296,0.02
631,44,241,0
631,44,219,0.11
631,44,202,0.01
631,44,220,0.05
631,44,205,0.01
631,44,203,0.01
631,44,236,0
631,44,285,0
631,44,447,0.01
631,44,221,0.01
631,44,222,0.02
631,44,224,0.05
631,44,512,0.01
631,44,314,0.13
631,44,238,0.07
631,44,209,0.01
631,44,243,0.01
631,44,318,0
631,44,345,0.01
631,44,210,0.03
631,44,239,0
631,44,326,0
631,44,227,0
631,44,213,0.01
631,44,415,0
631,44,257,0
631,44,240,0
631,44,390,0
631,44,215,0.01
631,44,320,0
631,44,382,0.01
631,44,383,0
631,44,291,0.01
631,44,293,0
631,44,229,0
631,44,278,0.01
631,44,263,0
631,44,271,0.01
631,44,305,0
631,44,231,0.25
631,44,328,0
631,44,266,0
631,44,248,0.01
631,44,232,0
631,44,366,0
631,44,273,0.11
631,44,254,0
648,45,241,0.02
648,45,219,0.12
648,45,220,0.04
648,45,284,0
648,45,205,0.01
648,45,203,0.06
648,45,242,0.02
648,45,206,0
648,45,274,0
648,45,237,0
648,45,222,0.01
648,45,208,0.04
648,45,224,0
648,45,238,0
648,45,209,0.03
648,45,276,0.01
648,45,239,0.08
648,45,406,0
648,45,288,0.14
648,45,227,0.03
648,45,212,0.01
648,45,257,0.01
648,45,215,0
648,45,320,0.01
648,45,382,0
648,45,291,0.07
648,45,229,0
648,45,247,0.01
648,45,266,0.02
648,45,232,0.01
648,45,273,0.2
648,45,254,0.01
648,45,312,0.02
648,45,423,0
649,42,240,0.33
649,42,218,0.33
649,42,254,0.33
652,42,212,1
653,45,241,0.08
653,45,219,0.1
653,45,202,0.02
653,45,220,0.04
653,45,399,0.04
653,45,242,0.02
653,45,206,0.02
653,45,222,0.02
653,45,223,0.04
653,45,513,0.02
653,45,209,0.02
653,45,210,0.02
653,45,276,0.02
653,45,239,0.02
653,45,286,0.02
653,45,493,0.02
653,45,227,0.02
653,45,212,0.14
653,45,257,0.02
653,45,253,0.02
653,45,291,0.02
653,45,264,0.02
653,45,247,0.02
653,45,230,0.12
653,45,273,0.04
653,45,312,0.08
660,41,205,0.05
660,41,236,0.05
660,41,238,0.36
660,41,209,0.13
660,41,212,0.02
660,41,262,0.02
660,41,382,0.2
660,41,216,0.03
660,41,266,0.02
660,41,379,0.14
664,44,392,0.02
664,44,397,0.01
664,44,219,0.03
664,44,220,0.01
664,44,284,0.02
664,44,203,0.05
664,44,285,0.01
664,44,242,0.02
664,44,206,0.02
664,44,223,0.01
664,44,314,0.02
664,44,350,0.01
